ID,Name,Rating,Price,SkillsMoves,WeakFoot,Pace,Shooting,Passing,Dribbling,Defending,Phyiscality,Popularity,BaseStats,InGameStats,Revision,Position,WorkRate,Height,Club,Country,League,NationPic,ClubPic,PlayerPic
711,Salomón Rondón,79,400,3,4,69,77,62,71,37,82,85kg),2,398,1870,Normal,ST,H\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/61.png,https://cdn.futbin.com/content/fifa20/img/clubs/112378.png,https://cdn.futbin.com/content/fifa20/img/players/189250.png?v=22
712,Andreas Samaris,79,950,2,3,57,66,70,70,79,84,84kg),39,426,2058,Normal,CDM,M\H,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/22.png,https://cdn.futbin.com/content/fifa20/img/clubs/234.png,https://cdn.futbin.com/content/fifa20/img/players/208230.png?v=22
713,Darío Benedetto,79,900,3,5,80,80,66,75,38,73,80kg),107,412,1979,Normal,ST,H\L,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/219.png,https://cdn.futbin.com/content/fifa20/img/players/215061.png?v=22
714,Ruben Aguilar,79,1.3K,3,3,84,53,69,76,75,73,71kg),215,430,1998,Normal,RB,H\H,"172cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/69.png,https://cdn.futbin.com/content/fifa20/img/players/223597.png?v=22
715,Dyego Sousa,79,9.5K,3,3,55,81,53,71,30,86,83kg),3,376,1780,Normal,ST,H\M,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/111773.png,https://cdn.futbin.com/content/fifa20/img/players/224116.png?v=22
716,Allan Saint-Maximin,79,4.7K,5,4,93,70,70,86,23,63,67kg),2261,405,1882,Normal,RW,H\L,"173cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/13.png,https://cdn.futbin.com/content/fifa20/img/players/216388.png?v=22
717,Joël Veltman,79,950,2,4,66,49,66,69,79,78,75kg),1,407,1900,Normal,CB,M\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/245.png,https://cdn.futbin.com/content/fifa20/img/players/208004.png?v=22
718,José Ángel,79,800,3,3,69,54,75,74,79,69,77kg),46,420,2010,Normal,LB,H\L,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/467.png,https://cdn.futbin.com/content/fifa20/img/players/190143.png?v=22
719,Fabián Orellana,79,2K,4,4,72,75,78,80,40,45,64kg),3,390,1931,Normal,RM,H\L,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/55.png,https://cdn.futbin.com/content/fifa20/img/clubs/467.png,https://cdn.futbin.com/content/fifa20/img/players/192492.png?v=22
720,Leandro Cabrera,79,2.5K,2,3,58,31,58,58,79,80,80kg),15,364,1734,Normal,CB,L\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/60.png,https://cdn.futbin.com/content/fifa20/img/clubs/1860.png,https://cdn.futbin.com/content/fifa20/img/players/192816.png?v=22
721,Ruben Loftus-Cheek,79,700,4,3,70,67,76,80,62,79,88kg),59,434,2008,Normal,CM,H\M,"191cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/5.png,https://cdn.futbin.com/content/fifa20/img/players/213666.png?v=22
722,Cristian Pavón,79,1.4K,4,3,91,76,75,78,49,74,78kg),60,443,2068,Normal,RW,H\M,"174cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/697.png,https://cdn.futbin.com/content/fifa20/img/players/224254.png?v=22
723,Diadie Samassekou,79,700,3,3,73,49,69,73,77,77,68kg),22,418,1964,Normal,CDM,M\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/126.png,https://cdn.futbin.com/content/fifa20/img/clubs/10029.png,https://cdn.futbin.com/content/fifa20/img/players/235424.png?v=22
724,David Villa,79,5K,4,4,65,81,74,80,34,67,69kg),97,401,1990,Normal,ST,H\L,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/101146.png,https://cdn.futbin.com/content/fifa20/img/players/113422.png?v=22
725,Salomon Kalou,79,1.6K,4,3,65,78,74,85,43,59,79kg),40,404,1982,Normal,LM,M\L,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/108.png,https://cdn.futbin.com/content/fifa20/img/clubs/166.png,https://cdn.futbin.com/content/fifa20/img/players/158232.png?v=22
726,Dante,79,2.4K,2,4,36,52,67,64,80,76,85kg),7,375,1846,Normal,CB,M\H,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/72.png,https://cdn.futbin.com/content/fifa20/img/players/158625.png?v=22
727,Mathieu Debuchy,79,750,3,3,69,67,73,75,78,73,76kg),11,435,2110,Normal,RB,H\M,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/1819.png,https://cdn.futbin.com/content/fifa20/img/players/158626.png?v=22
728,Borja Valero,79,1K,4,4,48,69,84,82,66,60,73kg),24,409,2048,Normal,CAM,M\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/44.png,https://cdn.futbin.com/content/fifa20/img/players/161956.png?v=22
729,Diego Valeri,79,750,3,4,58,79,78,80,41,66,75kg),22,402,2014,Normal,CAM,H\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/111140.png,https://cdn.futbin.com/content/fifa20/img/players/172114.png?v=22
730,Niklas Moisander,79,800,3,5,50,49,69,71,80,71,76kg),20,390,1894,Normal,CB,H\M,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/17.png,https://cdn.futbin.com/content/fifa20/img/clubs/38.png,https://cdn.futbin.com/content/fifa20/img/players/172862.png?v=22
731,Marcano,79,1.3K,2,3,65,46,59,60,79,75,77kg),7,384,1790,Normal,CB,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/236.png,https://cdn.futbin.com/content/fifa20/img/players/173521.png?v=22
732,Augusto Fernández,79,550,4,3,68,70,76,78,71,74,71kg),2,437,2077,Normal,CM,M\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/112537.png,https://cdn.futbin.com/content/fifa20/img/players/176915.png?v=22
733,Ángel,79,550,3,3,74,79,61,79,34,64,68kg),6,391,1854,Normal,ST,H\M,"172cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/1860.png,https://cdn.futbin.com/content/fifa20/img/players/177633.png?v=22
734,Granero,79,1.3K,4,4,47,74,81,75,67,67,78kg),25,411,2030,Normal,CM,M\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/452.png,https://cdn.futbin.com/content/fifa20/img/players/178085.png?v=22
735,Eder Citadin Martins,79,700,4,4,86,78,73,82,29,65,72kg),2,413,1981,Normal,ST,H\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/112162.png,https://cdn.futbin.com/content/fifa20/img/players/178311.png?v=22
736,Ruud Vormer,79,750,3,4,60,74,79,70,75,79,79kg),1,437,2154,Normal,CM,H\H,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/231.png,https://cdn.futbin.com/content/fifa20/img/players/178415.png?v=22
737,Séamus Coleman,79,900,3,3,74,65,73,77,79,71,77kg),20,439,2098,Normal,RB,H\H,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/25.png,https://cdn.futbin.com/content/fifa20/img/clubs/7.png,https://cdn.futbin.com/content/fifa20/img/players/180216.png?v=22
738,Adam Lallana,79,800,4,5,67,71,79,82,62,65,73kg),40,426,2082,Normal,CM,H\H,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/180819.png?v=22
739,Anthony Modeste,79,800,3,3,74,78,63,72,35,80,84kg),63,402,1932,Normal,ST,M\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/31.png,https://cdn.futbin.com/content/fifa20/img/players/182212.png?v=22
740,Yuri Berchiche,79,900,3,3,80,64,71,74,78,81,80kg),59,448,2115,Normal,LB,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/448.png,https://cdn.futbin.com/content/fifa20/img/players/183512.png?v=22
741,Mariano,79,1K,3,3,82,64,75,76,71,76,69kg),48,444,2113,Normal,RB,H\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/325.png,https://cdn.futbin.com/content/fifa20/img/players/184949.png?v=22
742,Ömer Toprak,79,1K,2,4,71,37,62,67,80,74,83kg),20,391,1823,Normal,CB,M\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/48.png,https://cdn.futbin.com/content/fifa20/img/clubs/38.png,https://cdn.futbin.com/content/fifa20/img/players/185239.png?v=22
743,Nikola Kalinic,79,0,3,4,67,76,64,74,42,72,80kg),7,395,1889,Normal,ST,H\H,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/10.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/185431.png?v=22
744,Alex Teixeira,79,800,4,4,92,76,73,82,42,72,72kg),414,437,2072,Normal,ST,H\M,"174cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112162.png,https://cdn.futbin.com/content/fifa20/img/players/188081.png?v=22
745,Shinji Kagawa,79,550,4,4,62,67,75,84,54,45,68kg),50,387,1944,Normal,CAM,M\L,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/163.png,https://cdn.futbin.com/content/fifa20/img/clubs/244.png,https://cdn.futbin.com/content/fifa20/img/players/189358.png?v=22
746,Maicon,79,950,2,3,53,55,66,55,79,83,89kg),0,391,1868,Normal,CB,M\H,"191cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112139.png,https://cdn.futbin.com/content/fifa20/img/players/191687.png?v=22
747,Elkeson,79,0,4,4,81,77,73,77,49,76,83kg),7,433,2093,Normal,ST,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/111839.png,https://cdn.futbin.com/content/fifa20/img/players/192598.png?v=22
748,Kike García,79,600,3,4,61,79,63,75,38,73,79kg),10,389,1855,Normal,ST,M\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/467.png,https://cdn.futbin.com/content/fifa20/img/players/192678.png?v=22
749,Escudero,79,800,3,2,72,63,74,71,79,72,72kg),5,431,2079,Normal,LB,M\M,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/481.png,https://cdn.futbin.com/content/fifa20/img/players/192679.png?v=22
750,Mario Gaspar,79,950,3,3,74,70,71,72,79,76,74kg),13,442,2070,Normal,RB,H\M,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/483.png,https://cdn.futbin.com/content/fifa20/img/players/192789.png?v=22
751,Herrerín,79,800,1,3,81,78,84,75,44,78,89kg),39,440,934,Normal,GK,M\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/448.png,https://cdn.futbin.com/content/fifa20/img/players/193152.png?v=22
752,Haris Seferovic,79,800,3,2,71,77,67,72,47,86,85kg),22,420,2017,Normal,ST,H\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/47.png,https://cdn.futbin.com/content/fifa20/img/clubs/234.png,https://cdn.futbin.com/content/fifa20/img/players/193408.png?v=22
753,Víctor Ruíz,79,1.2K,2,2,52,42,63,60,80,76,78kg),13,373,1798,Normal,CB,M\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/327.png,https://cdn.futbin.com/content/fifa20/img/players/193469.png?v=22
754,Germán Pezzella,79,1K,2,3,56,49,47,57,80,76,81kg),13,365,1694,Normal,CB,M\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/110374.png,https://cdn.futbin.com/content/fifa20/img/players/193601.png?v=22
755,Laguardia,79,1K,2,3,53,45,55,49,80,79,80kg),7,361,1701,Normal,CB,M\H,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/463.png,https://cdn.futbin.com/content/fifa20/img/players/194222.png?v=22
756,Ishak Belfodil,79,2.3K,3,2,71,77,69,78,36,81,86kg),7,412,1930,Normal,ST,H\M,"191cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/97.png,https://cdn.futbin.com/content/fifa20/img/clubs/10029.png,https://cdn.futbin.com/content/fifa20/img/players/194728.png?v=22
757,Andriy Yarmolenko,79,1.5K,4,2,68,80,78,81,42,70,83kg),16,419,2034,Normal,RM,H\M,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/49.png,https://cdn.futbin.com/content/fifa20/img/clubs/19.png,https://cdn.futbin.com/content/fifa20/img/players/194794.png?v=22
758,Wahbi Khazri,79,850,4,4,76,80,77,79,43,68,82kg),40,423,2027,Normal,ST,H\H,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/145.png,https://cdn.futbin.com/content/fifa20/img/clubs/1819.png,https://cdn.futbin.com/content/fifa20/img/players/194845.png?v=22
759,Enzo Pérez,79,950,3,4,67,71,76,75,75,78,77kg),1,442,2125,Normal,CDM,M\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/114144.png,https://cdn.futbin.com/content/fifa20/img/players/196432.png?v=22
760,Daniel Caligiuri,79,900,3,4,74,74,77,78,72,76,80kg),48,451,2183,Normal,RWB,M\H,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/34.png,https://cdn.futbin.com/content/fifa20/img/players/197083.png?v=22
761,Danilo,79,1.6K,3,4,71,70,74,74,78,76,78kg),26,443,2135,Normal,RB,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/199304.png?v=22
762,Nicolas Pallois,79,800,2,2,49,53,60,57,79,84,89kg),30,382,1786,Normal,CB,M\H,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/71.png,https://cdn.futbin.com/content/fifa20/img/players/199393.png?v=22
763,Vitolo,79,900,3,4,76,76,76,79,41,75,79kg),36,423,1984,Normal,LM,M\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/199715.png?v=22
764,Milan Badelj,79,500,3,4,54,63,76,73,76,71,80kg),16,413,2016,Normal,CDM,M\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/10.png,https://cdn.futbin.com/content/fifa20/img/clubs/110374.png,https://cdn.futbin.com/content/fifa20/img/players/201144.png?v=22
765,Ciprian Tatarusanu,79,600,1,3,79,77,75,81,45,78,86kg),38,435,901,Normal,GK,M\M,"196cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/39.png,https://cdn.futbin.com/content/fifa20/img/clubs/66.png,https://cdn.futbin.com/content/fifa20/img/players/201325.png?v=22
766,Willy Boly,79,950,2,4,64,35,62,62,78,82,97kg),85,383,1751,Normal,CB,M\M,"195cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/110.png,https://cdn.futbin.com/content/fifa20/img/players/202750.png?v=22
767,Nick Pope,79,800,1,3,78,80,75,79,49,80,76kg),141,441,922,Normal,GK,M\M,"200cm|6'7""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/1796.png,https://cdn.futbin.com/content/fifa20/img/players/203841.png?v=22
768,Damián Suárez,79,750,3,3,76,67,74,73,78,76,68kg),7,444,2124,Normal,RB,H\M,"173cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/60.png,https://cdn.futbin.com/content/fifa20/img/clubs/1860.png,https://cdn.futbin.com/content/fifa20/img/players/203843.png?v=22
769,John Brooks,79,950,2,3,71,39,58,65,80,75,78kg),11,388,1754,Normal,CB,M\H,"193cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/95.png,https://cdn.futbin.com/content/fifa20/img/clubs/175.png,https://cdn.futbin.com/content/fifa20/img/players/204082.png?v=22
770,Santiago Arias,79,850,3,3,83,53,69,75,76,77,72kg),34,433,2013,Normal,RB,H\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/56.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/204259.png?v=22
771,Roque Mesa,79,500,3,3,71,61,74,78,71,77,74kg),1,432,2013,Normal,CDM,M\H,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/100888.png,https://cdn.futbin.com/content/fifa20/img/players/204277.png?v=22
772,Mário Rui,79,1.4K,3,3,83,49,73,79,73,67,67kg),45,424,2083,Normal,LB,H\M,"170cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/48.png,https://cdn.futbin.com/content/fifa20/img/players/204614.png?v=22
773,James Ward-Prowse,79,850,3,3,60,71,85,77,62,64,66kg),32,419,2094,Normal,CM,M\M,"173cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/17.png,https://cdn.futbin.com/content/fifa20/img/players/205569.png?v=22
774,Téji Savanier,79,750,4,4,71,69,81,79,66,68,62kg),37,434,2111,Normal,CM,M\M,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/70.png,https://cdn.futbin.com/content/fifa20/img/players/205686.png?v=22
775,Leo Baptistao,79,450,4,3,77,75,72,78,33,67,71kg),1,402,1926,Normal,ST,M\M,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112541.png,https://cdn.futbin.com/content/fifa20/img/players/205976.png?v=22
776,Denis Cheryshev,79,1.1K,3,4,77,79,78,77,55,67,74kg),22,433,2065,Normal,LM,H\L,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/40.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/206225.png?v=22
777,Carlos Bacca,79,500,3,2,70,76,64,76,33,66,77kg),10,385,1872,Normal,ST,M\L,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/56.png,https://cdn.futbin.com/content/fifa20/img/clubs/483.png,https://cdn.futbin.com/content/fifa20/img/players/207664.png?v=22
778,Adnan Januzaj,79,2.1K,4,4,76,76,74,82,29,56,76kg),8,393,1869,Normal,RW,M\L,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/457.png,https://cdn.futbin.com/content/fifa20/img/players/208330.png?v=22
779,Jonas Hector,79,1.2K,3,3,75,60,75,75,78,75,75kg),18,438,2062,Normal,LB,M\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/31.png,https://cdn.futbin.com/content/fifa20/img/players/208334.png?v=22
780,Jonny,79,900,4,3,77,52,70,75,78,70,70kg),4,422,2003,Normal,LWB,H\H,"170cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/110.png,https://cdn.futbin.com/content/fifa20/img/players/210455.png?v=22
781,Rubén Peña,79,1K,4,3,83,71,72,81,75,69,65kg),9,451,2118,Normal,RB,H\L,"170cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/483.png,https://cdn.futbin.com/content/fifa20/img/players/211241.png?v=22
782,Ricardo Horta,79,800,3,3,76,76,76,81,42,55,63kg),3,406,2008,Normal,LW,M\M,"173cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/1896.png,https://cdn.futbin.com/content/fifa20/img/players/213516.png?v=22
783,Alex Iwobi,79,1.1K,4,3,80,64,74,82,28,68,75kg),22,396,1800,Normal,LM,H\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/133.png,https://cdn.futbin.com/content/fifa20/img/clubs/7.png,https://cdn.futbin.com/content/fifa20/img/players/213655.png?v=22
784,Abderrazak Hamdallah,79,550,3,3,76,79,68,74,30,75,81kg),12,402,1941,Normal,ST,M\L,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/129.png,https://cdn.futbin.com/content/fifa20/img/clubs/112139.png,https://cdn.futbin.com/content/fifa20/img/players/213761.png?v=22
785,Jean-Philippe Gbamin,79,900,3,3,80,57,73,74,78,83,83kg),624,445,2065,Normal,CDM,M\H,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/108.png,https://cdn.futbin.com/content/fifa20/img/clubs/7.png,https://cdn.futbin.com/content/fifa20/img/players/214947.png?v=22
786,Lucas Alario,79,900,3,3,71,77,59,75,29,75,78kg),18,386,1838,Normal,ST,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/32.png,https://cdn.futbin.com/content/fifa20/img/players/215353.png?v=22
787,Davide Zappacosta,79,1.4K,3,3,78,66,72,74,76,74,72kg),27,440,2090,Normal,RB,H\H,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/52.png,https://cdn.futbin.com/content/fifa20/img/players/216150.png?v=22
788,Stanislav Lobotka,79,2.4K,4,4,64,63,76,78,70,66,64kg),2,417,1993,Normal,CM,M\H,"170cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/43.png,https://cdn.futbin.com/content/fifa20/img/clubs/450.png,https://cdn.futbin.com/content/fifa20/img/players/216435.png?v=22
789,Munir,79,850,4,3,84,77,75,81,35,66,69kg),78,418,1997,Normal,ST,H\L,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/481.png,https://cdn.futbin.com/content/fifa20/img/players/220253.png?v=22
790,Raúl,79,1K,2,3,51,54,59,58,79,83,80kg),12,384,1839,Normal,CB,M\H,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/1896.png,https://cdn.futbin.com/content/fifa20/img/players/221540.png?v=22
791,Mariano Díaz Mejía,79,1.8K,3,4,82,80,61,73,45,80,76kg),101,421,2030,Normal,ST,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/207.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/221639.png?v=22
792,Petros,79,800,3,3,70,67,73,76,74,77,77kg),24,437,2044,Normal,CDM,M\M,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112139.png,https://cdn.futbin.com/content/fifa20/img/players/222709.png?v=22
793,Karl Toko-Ekambi,79,1.2K,3,4,79,78,67,78,27,68,74kg),12,397,1886,Normal,ST,H\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/103.png,https://cdn.futbin.com/content/fifa20/img/clubs/483.png,https://cdn.futbin.com/content/fifa20/img/players/224069.png?v=22
794,Mikel Merino,79,700,3,3,69,73,77,79,71,74,83kg),21,443,2093,Normal,CM,M\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/457.png,https://cdn.futbin.com/content/fifa20/img/players/225193.png?v=22
795,Alexandr Golovin,79,850,4,4,81,71,75,82,65,67,69kg),65,441,2090,Normal,CAM,H\H,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/40.png,https://cdn.futbin.com/content/fifa20/img/clubs/69.png,https://cdn.futbin.com/content/fifa20/img/players/225663.png?v=22
796,Rodrigo Bentancur,79,1.3K,4,4,70,58,78,81,70,74,72kg),31,431,2055,Normal,CM,M\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/60.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/227535.png?v=22
797,Christian Pulisic,79,1.3K,4,4,90,68,70,83,36,58,69kg),179,405,1919,Normal,LW,M\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/95.png,https://cdn.futbin.com/content/fifa20/img/clubs/5.png,https://cdn.futbin.com/content/fifa20/img/players/227796.png?v=22
798,Sander Berge,79,2.7K,3,3,74,49,74,74,76,85,94kg),85,432,2001,Normal,CDM,M\H,"195cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/36.png,https://cdn.futbin.com/content/fifa20/img/clubs/673.png,https://cdn.futbin.com/content/fifa20/img/players/228092.png?v=22
799,Fabián Balbuena,79,750,2,3,56,40,52,52,80,79,85kg),13,359,1657,Normal,CB,M\M,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/58.png,https://cdn.futbin.com/content/fifa20/img/clubs/19.png,https://cdn.futbin.com/content/fifa20/img/players/228229.png?v=22
800,Lorenzo Pellegrini,79,550,3,3,74,68,79,77,72,69,77kg),19,439,2108,Normal,CM,H\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/52.png,https://cdn.futbin.com/content/fifa20/img/players/228251.png?v=22
